Arrival_Date,State,District,Market,Commodity,Variety,Min_Price,Max_Price,Modal_Price,Distance_KM
2026-06-13,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Wheat,HD-2967,2198.38,2479.02,2338.7,45
2026-06-14,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Wheat,HD-2967,2196.23,2476.59,2336.41,45
2026-06-15,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Wheat,HD-2967,2192.54,2472.44,2332.49,45
2026-06-16,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Wheat,HD-2967,2184.17,2463.01,2323.59,45
2026-06-17,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Wheat,HD-2967,2185.25,2464.21,2324.73,45
2026-06-18,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Wheat,HD-2967,2192.93,2472.87,2332.9,45
2026-06-19,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Wheat,HD-2967,2192.69,2472.61,2332.65,45
2026-06-20,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Wheat,HD-2967,2184.48,2463.36,2323.92,45
2026-06-21,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Wheat,HD-2967,2188.01,2467.33,2327.67,45
2026-06-22,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Wheat,HD-2967,2180.8,2459.2,2320.0,45
2026-06-23,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Wheat,HD-2967,2175.46,2453.18,2314.32,45
2026-06-24,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Wheat,HD-2967,2174.44,2452.02,2313.23,45
2026-06-25,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Wheat,HD-2967,2175.03,2452.69,2313.86,45
2026-06-26,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Wheat,HD-2967,2170.57,2447.67,2309.12,45
2026-06-27,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Wheat,HD-2967,2169.39,2446.33,2307.86,45
2026-06-28,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Wheat,HD-2967,2172.62,2449.98,2311.3,45
2026-06-29,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Wheat,HD-2967,2176.47,2454.31,2315.39,45
2026-06-30,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Wheat,HD-2967,2182.09,2460.65,2321.37,45
2026-07-01,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Wheat,HD-2967,2190.65,2470.31,2330.48,45
2026-07-02,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Wheat,HD-2967,2194.31,2474.43,2334.37,45
2026-07-03,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Wheat,HD-2967,2193.39,2473.39,2333.39,45
2026-07-04,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Wheat,HD-2967,2197.26,2477.76,2337.51,45
2026-07-05,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Wheat,HD-2967,2199.39,2480.17,2339.78,45
2026-07-06,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Wheat,HD-2967,2201.7,2482.76,2342.23,45
2026-07-07,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Wheat,HD-2967,2202.53,2483.71,2343.12,45
2026-07-08,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Wheat,HD-2967,2198.51,2479.17,2338.84,45
2026-07-09,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Wheat,HD-2967,2193.96,2474.04,2334.0,45
2026-07-10,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Wheat,HD-2967,2193.57,2473.61,2333.59,45
2026-07-11,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Wheat,HD-2967,2194.28,2474.4,2334.34,45
2026-07-12,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Wheat,HD-2967,2191.3,2471.04,2331.17,45
2026-07-13,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Wheat,HD-2967,2193.23,2473.21,2333.22,45
2026-07-14,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Wheat,HD-2967,2202.56,2483.74,2343.15,45
2026-07-15,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Wheat,HD-2967,2194.82,2475.02,2334.92,45
2026-07-16,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Wheat,HD-2967,2197.47,2477.99,2337.73,45
2026-07-17,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Wheat,HD-2967,2197.21,2477.71,2337.46,45
2026-07-18,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Wheat,HD-2967,2199.27,2480.03,2339.65,45
2026-07-19,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Wheat,HD-2967,2197.39,2477.91,2337.65,45
2026-07-20,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Wheat,HD-2967,2196.78,2477.22,2337.0,45
2026-07-21,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Wheat,HD-2967,2197.41,2477.93,2337.67,45
2026-07-22,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Wheat,HD-2967,2196.1,2476.46,2336.28,45
2026-07-23,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Wheat,HD-2967,2189.37,2468.87,2329.12,45
2026-07-24,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Wheat,HD-2967,2188.37,2467.73,2328.05,45
2026-07-25,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Wheat,HD-2967,2182.1,2460.66,2321.38,45
2026-07-26,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Wheat,HD-2967,2185.06,2464.0,2324.53,45
2026-07-27,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Wheat,HD-2967,2176.78,2454.66,2315.72,45
2026-07-28,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Wheat,HD-2967,2181.41,2459.89,2320.65,45
2026-07-29,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Wheat,HD-2967,2183.38,2462.1,2322.74,45
2026-07-30,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Wheat,HD-2967,2185.35,2464.33,2324.84,45
2026-07-31,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Wheat,HD-2967,2175.74,2453.5,2314.62,45
2026-08-01,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Wheat,HD-2967,2174.32,2451.9,2313.11,45
2026-08-02,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Wheat,HD-2967,2179.51,2457.75,2318.63,45
2026-08-03,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Wheat,HD-2967,2177.24,2455.18,2316.21,45
2026-08-04,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Wheat,HD-2967,2172.48,2449.82,2311.15,45
2026-08-05,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Wheat,HD-2967,2169.68,2446.66,2308.17,45
2026-08-06,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Wheat,HD-2967,2169.42,2446.36,2307.89,45
2026-08-07,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Wheat,HD-2967,2165.67,2442.13,2303.9,45
2026-08-08,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Wheat,HD-2967,2171.21,2448.39,2309.8,45
2026-08-09,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Wheat,HD-2967,2170.98,2448.12,2309.55,45
2026-08-10,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Wheat,HD-2967,2168.54,2445.38,2306.96,45
2026-08-11,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Wheat,HD-2967,2162.78,2438.88,2300.83,45
2026-08-12,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Wheat,HD-2967,2164.99,2441.37,2303.18,45
2026-08-13,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Wheat,HD-2967,2167.09,2443.73,2305.41,45
2026-08-14,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Wheat,HD-2967,2163.6,2439.8,2301.7,45
2026-08-15,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Wheat,HD-2967,2153.67,2428.61,2291.14,45
2026-08-16,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Wheat,HD-2967,2155.54,2430.72,2293.13,45
2026-08-17,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Wheat,HD-2967,2154.76,2429.84,2292.3,45
2026-08-18,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Wheat,HD-2967,2156.3,2431.58,2293.94,45
2026-08-19,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Wheat,HD-2967,2165.07,2441.47,2303.27,45
2026-08-20,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Wheat,HD-2967,2165.0,2441.38,2303.19,45
2026-08-21,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Wheat,HD-2967,2162.75,2438.85,2300.8,45
2026-08-22,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Wheat,HD-2967,2157.68,2433.12,2295.4,45
2026-08-23,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Wheat,HD-2967,2156.33,2431.61,2293.97,45
2026-08-24,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Wheat,HD-2967,2157.09,2432.47,2294.78,45
2026-08-25,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Wheat,HD-2967,2157.38,2432.78,2295.08,45
2026-08-26,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Wheat,HD-2967,2165.1,2441.5,2303.3,45
2026-08-27,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Wheat,HD-2967,2167.38,2444.06,2305.72,45
2026-08-28,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Wheat,HD-2967,2166.82,2443.44,2305.13,45
2026-08-29,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Wheat,HD-2967,2163.71,2439.93,2301.82,45
2026-08-30,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Wheat,HD-2967,2164.95,2441.33,2303.14,45
2026-08-31,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Wheat,HD-2967,2160.95,2436.81,2298.88,45
2026-09-01,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Wheat,HD-2967,2161.79,2437.77,2299.78,45
2026-09-02,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Wheat,HD-2967,2164.01,2440.27,2302.14,45
2026-09-03,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Wheat,HD-2967,2163.09,2439.23,2301.16,45
2026-09-04,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Wheat,HD-2967,2160.33,2436.11,2298.22,45
2026-09-05,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Wheat,HD-2967,2150.63,2425.17,2287.9,45
2026-09-06,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Wheat,HD-2967,2155.77,2430.97,2293.37,45
2026-09-07,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Wheat,HD-2967,2157.61,2433.05,2295.33,45
2026-09-08,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Wheat,HD-2967,2159.57,2435.25,2297.41,45
2026-09-09,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Wheat,HD-2967,2152.65,2427.45,2290.05,45
2026-09-10,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Wheat,HD-2967,2158.84,2434.44,2296.64,45
2026-05-14,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2111.83,2381.43,2246.63,240
2026-05-15,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2111.99,2381.61,2246.8,240
2026-05-16,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2116.23,2386.39,2251.31,240
2026-05-17,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2113.67,2383.49,2248.58,240
2026-05-18,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2113.17,2382.93,2248.05,240
2026-05-19,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2114.65,2384.61,2249.63,240
2026-05-20,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2119.78,2390.4,2255.09,240
2026-05-21,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2123.1,2394.14,2258.62,240
2026-05-22,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2126.61,2398.09,2262.35,240
2026-05-23,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2124.84,2396.1,2260.47,240
2026-05-24,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2126.59,2398.07,2262.33,240
2026-05-25,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2123.57,2394.67,2259.12,240
2026-05-26,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2127.19,2398.75,2262.97,240
2026-05-27,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2132.11,2404.29,2268.2,240
2026-05-28,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2134.5,2406.98,2270.74,240
2026-05-29,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2132.98,2405.28,2269.13,240
2026-05-30,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2132.16,2404.36,2268.26,240
2026-05-31,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2139.85,2413.03,2276.44,240
2026-06-01,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2138.41,2411.39,2274.9,240
2026-06-02,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2142.89,2416.45,2279.67,240
2026-06-03,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2144.38,2418.12,2281.25,240
2026-06-04,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2143.0,2416.58,2279.79,240
2026-06-05,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2137.35,2410.21,2273.78,240
2026-06-06,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2138.28,2411.26,2274.77,240
2026-06-07,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2138.72,2411.74,2275.23,240
2026-06-08,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2146.41,2420.41,2283.41,240
2026-06-09,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2142.81,2416.35,2279.58,240
2026-06-10,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2152.56,2427.36,2289.96,240
2026-06-11,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2154.21,2429.21,2291.71,240
2026-06-12,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2155.85,2431.07,2293.46,240
2026-06-13,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2153.38,2428.28,2290.83,240
2026-06-14,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2154.75,2429.83,2292.29,240
2026-06-15,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2156.8,2432.14,2294.47,240
2026-06-16,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2160.81,2436.65,2298.73,240
2026-06-17,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2156.71,2432.03,2294.37,240
2026-06-18,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2162.7,2438.8,2300.75,240
2026-06-19,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2164.27,2440.57,2302.42,240
2026-06-20,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2166.9,2443.52,2305.21,240
2026-06-21,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2166.0,2442.52,2304.26,240
2026-06-22,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2162.11,2438.13,2300.12,240
2026-06-23,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2162.47,2438.53,2300.5,240
2026-06-24,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2163.3,2439.46,2301.38,240
2026-06-25,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2157.48,2432.9,2295.19,240
2026-06-26,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2160.88,2436.74,2298.81,240
2026-06-27,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2165.14,2441.54,2303.34,240
2026-06-28,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2162.09,2438.11,2300.1,240
2026-06-29,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2157.81,2433.27,2295.54,240
2026-06-30,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2156.57,2431.87,2294.22,240
2026-07-01,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2156.71,2432.03,2294.37,240
2026-07-02,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2155.64,2430.82,2293.23,240
2026-07-03,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2155.42,2430.58,2293.0,240
2026-07-04,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2156.4,2431.68,2294.04,240
2026-07-05,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2150.65,2425.21,2287.93,240
2026-07-06,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2145.39,2419.27,2282.33,240
2026-07-07,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2133.91,2406.33,2270.12,240
2026-07-08,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2137.95,2410.87,2274.41,240
2026-07-09,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2138.05,2410.99,2274.52,240
2026-07-10,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2142.52,2416.04,2279.28,240
2026-07-11,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2137.75,2410.65,2274.2,240
2026-07-12,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2137.9,2410.82,2274.36,240
2026-07-13,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2138.85,2411.89,2275.37,240
2026-07-14,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2136.52,2409.26,2272.89,240
2026-07-15,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2129.98,2401.9,2265.94,240
2026-07-16,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2137.41,2410.27,2273.84,240
2026-07-17,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2143.38,2417.0,2280.19,240
2026-07-18,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2141.8,2415.22,2278.51,240
2026-07-19,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2144.01,2417.71,2280.86,240
2026-07-20,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2142.0,2415.44,2278.72,240
2026-07-21,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2137.82,2410.74,2274.28,240
2026-07-22,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2145.6,2419.5,2282.55,240
2026-07-23,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2138.64,2411.66,2275.15,240
2026-07-24,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2137.48,2410.34,2273.91,240
2026-07-25,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2137.87,2410.79,2274.33,240
2026-07-26,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2144.9,2418.72,2281.81,240
2026-07-27,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2148.74,2423.04,2285.89,240
2026-07-28,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2141.71,2415.11,2278.41,240
2026-07-29,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2141.73,2415.15,2278.44,240
2026-07-30,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2141.87,2415.29,2278.58,240
2026-07-31,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2140.94,2414.26,2277.6,240
2026-08-01,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2143.6,2417.26,2280.43,240
2026-08-02,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2137.68,2410.58,2274.13,240
2026-08-03,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2136.0,2408.68,2272.34,240
2026-08-04,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2138.07,2411.01,2274.54,240
2026-08-05,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2140.98,2414.3,2277.64,240
2026-08-06,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2141.66,2415.06,2278.36,240
2026-08-07,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2140.48,2413.74,2277.11,240
2026-08-08,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2140.01,2413.21,2276.61,240
2026-08-09,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2143.19,2416.79,2279.99,240
2026-08-10,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2143.38,2417.0,2280.19,240
2026-08-11,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2139.01,2412.07,2275.54,240
2026-08-12,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2133.84,2406.24,2270.04,240
2026-08-13,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2127.57,2399.17,2263.37,240
2026-08-14,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2133.77,2406.17,2269.97,240
2026-08-15,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2137.23,2410.07,2273.65,240
2026-08-16,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2136.83,2409.61,2273.22,240
2026-08-17,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2134.95,2407.49,2271.22,240
2026-08-18,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2132.56,2404.8,2268.68,240
2026-08-19,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2137.23,2410.07,2273.65,240
2026-08-20,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2145.33,2419.21,2282.27,240
2026-08-21,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2142.81,2416.37,2279.59,240
2026-08-22,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2147.67,2421.85,2284.76,240
2026-08-23,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2147.83,2422.03,2284.93,240
2026-08-24,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2146.98,2421.06,2284.02,240
2026-08-25,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2153.39,2428.29,2290.84,240
2026-08-26,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2153.39,2428.29,2290.84,240
2026-08-27,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2154.68,2429.74,2292.21,240
2026-08-28,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2155.78,2430.98,2293.38,240
2026-08-29,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2148.93,2423.27,2286.1,240
2026-08-30,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2150.2,2424.7,2287.45,240
2026-08-31,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2147.86,2422.06,2284.96,240
2026-09-01,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2141.88,2415.32,2278.6,240
2026-09-02,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2139.74,2412.9,2276.32,240
2026-09-03,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2137.56,2410.44,2274.0,240
2026-09-04,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2141.96,2415.4,2278.68,240
2026-09-05,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2137.5,2410.38,2273.94,240
2026-09-06,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2134.2,2406.66,2270.43,240
2026-09-07,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2135.24,2407.82,2271.53,240
2026-09-08,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2129.67,2401.55,2265.61,240
2026-09-09,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2126.92,2398.44,2262.68,240
2026-09-10,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Sharbati,2119.93,2390.55,2255.24,240
2026-05-14,Uttar Pradesh,Kanpur Nagar,Kanpur Mandi,Wheat,HD-2967,2167.95,2444.71,2306.33,130
2026-05-15,Uttar Pradesh,Kanpur Nagar,Kanpur Mandi,Wheat,HD-2967,2171.65,2448.89,2310.27,130
2026-05-16,Uttar Pradesh,Kanpur Nagar,Kanpur Mandi,Wheat,HD-2967,2170.94,2448.08,2309.51,130
2026-05-17,Uttar Pradesh,Kanpur Nagar,Kanpur Mandi,Wheat,HD-2967,2166.34,2442.9,2304.62,130
2026-05-18,Uttar Pradesh,Kanpur Nagar,Kanpur Mandi,Wheat,HD-2967,2160.89,2436.75,2298.82,130
2026-05-19,Uttar Pradesh,Kanpur Nagar,Kanpur Mandi,Wheat,HD-2967,2167.57,2444.29,2305.93,130
2026-05-20,Uttar Pradesh,Kanpur Nagar,Kanpur Mandi,Wheat,HD-2967,2168.19,2444.97,2306.58,130
2026-05-21,Uttar Pradesh,Kanpur Nagar,Kanpur Mandi,Wheat,HD-2967,2165.68,2442.14,2303.91,130
2026-05-22,Uttar Pradesh,Kanpur Nagar,Kanpur Mandi,Wheat,HD-2967,2164.7,2441.04,2302.87,130
2026-05-23,Uttar Pradesh,Kanpur Nagar,Kanpur Mandi,Wheat,HD-2967,2168.25,2445.05,2306.65,130
2026-05-24,Uttar Pradesh,Kanpur Nagar,Kanpur Mandi,Wheat,HD-2967,2167.02,2443.66,2305.34,130
2026-05-25,Uttar Pradesh,Kanpur Nagar,Kanpur Mandi,Wheat,HD-2967,2160.77,2436.61,2298.69,130
